,team,x,y,segment,name,location
21,angels,108.698884601819,166.811115398181,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
22,angels,111.27339491851801,164.236605081482,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
23,angels,113.847905235217,161.662094764783,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
24,angels,116.422415551916,159.087584448084,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
25,angels,118.996925868615,156.513074131385,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
26,angels,121.57143618531401,153.938563814686,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
27,angels,125.10938508850201,153.69,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
28,angels,128.531671745391,154.219399643915,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
29,angels,131.111689017098,156.78839120078501,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
30,angels,133.691706288805,159.357382757656,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
31,angels,136.27172356051202,161.926374314527,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
32,angels,138.851740832219,164.49536587139798,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
33,angels,141.431758103926,167.064357428269,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
34,angels,144.01177537563402,169.633348985139,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
35,angels,143.578281723859,172.830949813301,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
36,angels,145.78167095390899,175.79932321811,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
37,angels,147.568125776129,179.161874223871,infield_inner,Angel Stadium of Anaheim,"Anaheim, CA"
38,angels,133.2,138.54,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
39,angels,126.988681854985,137.26765714807502,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
40,angels,121.31400681402701,136.902376765442,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
41,angels,116.15497941738501,137.338309688058,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
42,angels,111.490604205315,138.469606751878,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
43,angels,107.299885718076,140.190418792859,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
44,angels,103.56182849592399,142.394896646955,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
45,angels,100.25543707911699,144.977191150123,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
46,angels,97.359716007913,147.831453138319,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
47,angels,94.853669822569,150.851833447498,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
48,angels,92.7163030633427,153.932482913617,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
49,angels,90.92662027049151,156.96755237263,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
50,angels,89.4636259842729,159.851192660495,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
51,angels,88.3063247449444,162.477554613166,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
52,angels,87.4337210927634,164.7407890666,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
53,angels,86.8248195679875,166.535046856752,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
54,angels,86.45862471087419,167.754478819579,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
55,angels,86.3141410616808,168.29323579103502,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
56,angels,88.3577715760029,170.357771576003,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
57,angels,90.93228189270211,172.93228189270198,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
58,angels,93.50679220940121,175.50679220940103,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
59,angels,96.08130252610029,178.08130252610002,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
60,angels,98.65581284279942,180.655812842799,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
61,angels,101.230323159499,180.650323159499,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
62,angels,103.804833476198,183.224833476198,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
63,angels,106.37934379289699,185.799343792897,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
64,angels,108.95385410959601,188.37385410959598,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
65,angels,111.528364426295,190.948364426295,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
66,angels,114.102874742994,193.522874742994,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
67,angels,116.677385059693,196.09738505969298,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
68,angels,119.251895376392,198.67189537639197,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
69,angels,119.793444648469,201.810922310493,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
70,angels,120.831249076598,205.232250913447,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
71,angels,123.747922203178,207.299990092629,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
72,angels,127.31990102033001,207.146710053958,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
73,angels,130.04871759698298,204.836712752785,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
74,angels,130.789615947951,201.339056812878,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
75,angels,130.972990289847,198.227009710153,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
76,angels,133.547500606546,195.652499393454,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
77,angels,136.122010923245,193.077989076755,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
78,angels,138.696521239944,190.503478760056,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
79,angels,141.271031556643,187.928968443357,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
80,angels,143.845541873342,185.354458126658,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
81,angels,146.42005219004102,182.779947809959,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
82,angels,148.994562506741,180.205437493259,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
83,angels,151.567102467524,179.628960777973,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
84,angels,154.13643165621,177.049279739212,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
85,angels,156.70576084489701,174.46959870044998,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
86,angels,159.27509003358298,171.889917661689,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
87,angels,161.844419222269,169.310236622927,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
88,angels,162.986709015255,167.228677734558,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
89,angels,162.812988980347,166.645986785369,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
90,angels,162.405405731572,165.289600045509,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
91,angels,161.699037527323,163.290708363662,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
92,angels,160.628962625994,160.780502588512,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
93,angels,159.13025928598,157.890173568745,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
94,angels,157.138005765675,154.750912153046,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
95,angels,154.587280323473,151.493909190098,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
96,angels,151.413161217767,148.25035552858802,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
97,angels,147.550726706953,145.151442017199,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
98,angels,142.935055049424,142.328359504617,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
99,angels,137.501224503574,139.91229883952602,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
100,angels,133.2,138.54,infield_outer,Angel Stadium of Anaheim,"Anaheim, CA"
101,astros,130.42052020068198,156.066080195775,infield_inner,Minute Maid Park,"Houston, TX"
102,astros,132.99090814827102,158.573614384027,infield_inner,Minute Maid Park,"Houston, TX"
103,astros,135.561296095859,161.08114857228,infield_inner,Minute Maid Park,"Houston, TX"
104,astros,138.13168404344802,163.588682760532,infield_inner,Minute Maid Park,"Houston, TX"
105,astros,140.702071991036,166.096216948785,infield_inner,Minute Maid Park,"Houston, TX"
106,astros,143.272459938625,168.603751137037,infield_inner,Minute Maid Park,"Houston, TX"
107,astros,145.172445173696,171.280137916967,infield_inner,Minute Maid Park,"Houston, TX"
108,astros,145.073766408557,174.837225810018,infield_inner,Minute Maid Park,"Houston, TX"
109,astros,146.585000608239,178.05883766921102,infield_inner,Minute Maid Park,"Houston, TX"
110,astros,144.25921222591802,180.57963513922002,infield_inner,Minute Maid Park,"Houston, TX"
111,astros,141.688051435583,183.086376868359,infield_inner,Minute Maid Park,"Houston, TX"
112,astros,139.116890645248,185.593118597498,infield_inner,Minute Maid Park,"Houston, TX"
113,astros,136.545729854913,188.099860326637,infield_inner,Minute Maid Park,"Houston, TX"
114,astros,133.974569064578,190.606602055776,infield_inner,Minute Maid Park,"Houston, TX"
115,astros,131.403408274243,193.113343784915,infield_inner,Minute Maid Park,"Houston, TX"
116,astros,128.832247483909,195.62008551405398,infield_inner,Minute Maid Park,"Houston, TX"
117,astros,125.523332901261,195.458360477215,infield_inner,Minute Maid Park,"Houston, TX"
118,astros,122.008371168435,196.04330251478802,infield_inner,Minute Maid Park,"Houston, TX"
119,astros,119.406533109913,193.697011020472,infield_inner,Minute Maid Park,"Houston, TX"
120,astros,116.836020670398,191.18960445099398,infield_inner,Minute Maid Park,"Houston, TX"
121,astros,114.265508230883,188.682197881516,infield_inner,Minute Maid Park,"Houston, TX"
122,astros,111.694995791368,186.174791312038,infield_inner,Minute Maid Park,"Houston, TX"
123,astros,109.124483351853,183.66738474256002,infield_inner,Minute Maid Park,"Houston, TX"
124,astros,106.553970912338,181.159978173082,infield_inner,Minute Maid Park,"Houston, TX"
125,astros,103.983458472823,178.652571603604,infield_inner,Minute Maid Park,"Houston, TX"
126,astros,104.991696871791,175.64839950993,infield_inner,Minute Maid Park,"Houston, TX"
127,astros,105.30566279137399,172.10373672144902,infield_inner,Minute Maid Park,"Houston, TX"
128,astros,106.298345325145,169.156658184278,infield_inner,Minute Maid Park,"Houston, TX"
129,astros,108.869477361565,166.64988696263399,infield_inner,Minute Maid Park,"Houston, TX"
130,astros,111.440609397984,164.14311574099,infield_inner,Minute Maid Park,"Houston, TX"
131,astros,114.011741434403,161.636344519346,infield_inner,Minute Maid Park,"Houston, TX"
132,astros,116.582873470822,159.129573297703,infield_inner,Minute Maid Park,"Houston, TX"
133,astros,119.15400550724199,156.622802076059,infield_inner,Minute Maid Park,"Houston, TX"
134,astros,122.648833340425,155.353392376777,infield_inner,Minute Maid Park,"Houston, TX"
135,astros,126.23941667021299,155.401696188389,infield_inner,Minute Maid Park,"Houston, TX"
136,astros,130.42052020068198,156.066080195775,infield_inner,Minute Maid Park,"Houston, TX"
137,astros,164.34,168.49,infield_outer,Minute Maid Park,"Houston, TX"
138,astros,164.17101003046102,168.075602261176,infield_outer,Minute Maid Park,"Houston, TX"
139,astros,163.660441227331,166.911750630487,infield_outer,Minute Maid Park,"Houston, TX"
140,astros,162.802895248839,165.117457486603,infield_outer,Minute Maid Park,"Houston, TX"
141,astros,161.592973753216,162.811735208198,infield_outer,Minute Maid Park,"Houston, TX"
142,astros,160.02527839869,160.113596173942,infield_outer,Minute Maid Park,"Houston, TX"
143,astros,158.094410843492,157.142052762508,infield_outer,Minute Maid Park,"Houston, TX"
144,astros,155.794972745852,154.016117352568,infield_outer,Minute Maid Park,"Houston, TX"
145,astros,153.121565763999,150.854802322794,infield_outer,Minute Maid Park,"Houston, TX"
146,astros,150.068791556164,147.777120051857,infield_outer,Minute Maid Park,"Houston, TX"
147,astros,146.631251780575,144.902082918429,infield_outer,Minute Maid Park,"Houston, TX"
148,astros,142.80354809546301,142.348703301183,infield_outer,Minute Maid Park,"Houston, TX"
149,astros,138.58028215905702,140.23599357879,infield_outer,Minute Maid Park,"Houston, TX"
150,astros,133.956055629588,138.682966129923,infield_outer,Minute Maid Park,"Houston, TX"
151,astros,128.925470165284,137.808633333252,infield_outer,Minute Maid Park,"Houston, TX"
152,astros,123.498368326396,137.728535198897,infield_outer,Minute Maid Park,"Houston, TX"
153,astros,118.25617867892599,138.442791431328,infield_outer,Minute Maid Park,"Houston, TX"
154,astros,113.434064493081,139.837713097094,infield_outer,Minute Maid Park,"Houston, TX"
155,astros,109.02602090769301,141.798107264577,infield_outer,Minute Maid Park,"Houston, TX"
156,astros,105.026043061591,144.208781002161,infield_outer,Minute Maid Park,"Houston, TX"
157,astros,101.42812609360901,146.954541378229,infield_outer,Minute Maid Park,"Houston, TX"
158,astros,98.22626514257679,149.920195461165,infield_outer,Minute Maid Park,"Houston, TX"
159,astros,95.4144553473258,152.99055031935302,infield_outer,Minute Maid Park,"Houston, TX"
160,astros,92.9866918466873,156.05041302117598,infield_outer,Minute Maid Park,"Houston, TX"
161,astros,90.93696977949249,158.984590635018,infield_outer,Minute Maid Park,"Houston, TX"
162,astros,89.25928428457279,161.677890229262,infield_outer,Minute Maid Park,"Houston, TX"
163,astros,87.94763050075942,164.015118872292,infield_outer,Minute Maid Park,"Houston, TX"
164,astros,86.9960035668836,165.881083632491,infield_outer,Minute Maid Park,"Houston, TX"
165,astros,86.39839862177651,167.16059157824301,infield_outer,Minute Maid Park,"Houston, TX"
166,astros,86.1488108042696,167.738449777932,infield_outer,Minute Maid Park,"Houston, TX"
167,astros,88.12380014144871,169.700017172831,infield_outer,Minute Maid Park,"Houston, TX"
168,astros,90.6911284352287,172.210683884746,infield_outer,Minute Maid Park,"Houston, TX"
169,astros,93.2584567290086,174.72135059666198,infield_outer,Minute Maid Park,"Houston, TX"
170,astros,95.8257850227886,177.232017308577,infield_outer,Minute Maid Park,"Houston, TX"
171,astros,98.3931133165685,179.74268402049302,infield_outer,Minute Maid Park,"Houston, TX"
172,astros,100.960441610348,182.253350732408,infield_outer,Minute Maid Park,"Houston, TX"
173,astros,103.527769904128,184.764017444323,infield_outer,Minute Maid Park,"Houston, TX"
174,astros,106.095098197908,187.274684156239,infield_outer,Minute Maid Park,"Houston, TX"
175,astros,108.66242649168801,189.78535086815398,infield_outer,Minute Maid Park,"Houston, TX"
176,astros,111.229754785468,192.29601758006902,infield_outer,Minute Maid Park,"Houston, TX"
177,astros,113.79708307924801,194.80668429198502,infield_outer,Minute Maid Park,"Houston, TX"
178,astros,116.36441137302799,197.3173510039,infield_outer,Minute Maid Park,"Houston, TX"
179,astros,117.734359574545,199.910334890695,infield_outer,Minute Maid Park,"Houston, TX"
180,astros,116.98022202510201,203.363193321513,infield_outer,Minute Maid Park,"Houston, TX"
181,astros,117.712028823279,206.830160465756,infield_outer,Minute Maid Park,"Houston, TX"
182,astros,119.857261641048,209.673810783087,infield_outer,Minute Maid Park,"Houston, TX"
183,astros,123.008596847679,211.334370142201,infield_outer,Minute Maid Park,"Houston, TX"
184,astros,126.566993707645,211.49618100918,infield_outer,Minute Maid Park,"Houston, TX"
185,astros,129.856032693185,210.12848458040298,infield_outer,Minute Maid Park,"Houston, TX"
186,astros,132.250496807729,207.491267756959,infield_outer,Minute Maid Park,"Houston, TX"
187,astros,133.295219764507,204.08584195197201,infield_outer,Minute Maid Park,"Houston, TX"
188,astros,132.770431817966,200.56522454091203,infield_outer,Minute Maid Park,"Houston, TX"
189,astros,133.90902951177,197.821969063375,infield_outer,Minute Maid Park,"Houston, TX"
190,astros,136.494441368227,195.32992824532,infield_outer,Minute Maid Park,"Houston, TX"
191,astros,139.079853224685,192.837887427265,infield_outer,Minute Maid Park,"Houston, TX"
192,astros,141.665265081142,190.34584660921,infield_outer,Minute Maid Park,"Houston, TX"
193,astros,144.2506769376,187.85380579115503,infield_outer,Minute Maid Park,"Houston, TX"
194,astros,146.83608879405702,185.3617649731,infield_outer,Minute Maid Park,"Houston, TX"
195,astros,149.42150065051501,182.86972415504502,infield_outer,Minute Maid Park,"Houston, TX"
196,astros,152.00691250697201,180.37768333698997,infield_outer,Minute Maid Park,"Houston, TX"
197,astros,154.59232436343,177.885642518936,infield_outer,Minute Maid Park,"Houston, TX"
198,astros,157.177736219887,175.393601700881,infield_outer,Minute Maid Park,"Houston, TX"
199,astros,159.763148076345,172.901560882826,infield_outer,Minute Maid Park,"Houston, TX"
200,astros,162.348559932803,170.40952006477102,infield_outer,Minute Maid Park,"Houston, TX"
201,astros,164.34,168.49,infield_outer,Minute Maid Park,"Houston, TX"
202,athletics,127.76510021432101,198.503803142694,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
203,athletics,124.195812638353,198.328032439606,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
204,athletics,121.127201438699,197.917201438699,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
205,athletics,118.579581426761,195.36958142676102,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
206,athletics,116.031961414822,192.821961414822,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
207,athletics,113.48434140288401,190.27434140288398,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
208,athletics,110.936721390946,187.726721390946,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
209,athletics,108.38910137900801,185.179101379008,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
210,athletics,105.84148136706999,182.63148136707,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
211,athletics,104.28748143969801,180.01880213180698,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
212,athletics,105.56205936955901,176.680602547523,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
213,athletics,105.80625058106399,173.261543199207,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
214,athletics,108.37970189163201,170.740019096092,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
215,athletics,110.95315320220101,168.218494992977,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
216,athletics,113.526604512769,165.696970889862,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
217,athletics,116.100055823338,163.175446786748,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
218,athletics,118.673507133906,160.653922683633,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
219,athletics,121.246958444475,158.132398580518,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
220,athletics,124.373883837796,157.63694055015898,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
221,athletics,127.92120292773501,157.207836627517,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
222,athletics,130.572122820736,159.466812939274,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
223,athletics,133.175250896563,161.95768822143802,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
224,athletics,135.77837897239,164.448563503602,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
225,athletics,138.381507048217,166.939438785766,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
226,athletics,140.984635124044,169.430314067931,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
227,athletics,143.587763199871,171.92118935009498,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
228,athletics,146.190891275698,174.412064632259,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
229,athletics,146.41138167296,177.882648422063,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
230,athletics,146.643580168135,181.026921871404,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
231,athletics,144.098783001258,183.57736160406003,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
232,athletics,141.553985834382,186.127801336717,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
233,athletics,139.009188667506,188.678241069374,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
234,athletics,136.464391500629,191.22868080203,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
235,athletics,133.919594333753,193.779120534687,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
236,athletics,131.374797166876,196.329560267343,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
237,athletics,127.76510021432101,198.503803142694,infield_inner,Oakland-Alameda County Coliseum,"Oakland, CA"
238,athletics,125.13,139.71,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
239,athletics,119.680158885028,140.165196397227,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
240,athletics,114.690030028759,141.371573839771,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
241,athletics,110.15010001326999,143.204905776634,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
242,athletics,106.050855420638,145.540965656816,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
243,athletics,102.382782832941,148.255526929322,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
244,athletics,99.13636883225729,151.224363043151,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
245,athletics,96.30210000066309,154.323247447308,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
246,athletics,93.8704629202361,157.427953590793,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
247,athletics,91.8319441730538,160.414254922608,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
248,athletics,90.1770303411936,163.157924891756,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
249,athletics,88.8962080067329,165.534736947239,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
250,athletics,87.97996375174921,167.42046453805798,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
251,athletics,87.4187841583198,168.690881113216,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
252,athletics,87.20315580852221,169.221760121714,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
253,athletics,89.3713062473501,171.454408845791,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
254,athletics,91.83861070197521,174.078295341756,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
255,athletics,94.39134593436741,176.62078984199798,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
256,athletics,96.94408116675949,179.163284342239,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
257,athletics,99.4968163991516,181.705778842481,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
258,athletics,102.049551631544,184.248273342723,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
259,athletics,104.602286863936,186.790767842965,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
260,athletics,107.155022096328,189.33326234320597,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
261,athletics,109.70775732871999,191.875756843448,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
262,athletics,112.260492561112,194.41825134369,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
263,athletics,114.81322779350401,196.960745843932,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
264,athletics,117.365963025897,199.503240344174,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
265,athletics,118.577417683954,202.159946074141,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
266,athletics,117.408805267865,205.53738408160402,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
267,athletics,117.789772449265,209.09091844614798,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
268,athletics,119.64777482412902,212.143879246468,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
269,athletics,122.629008491383,214.114916611545,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
270,athletics,126.165781979927,214.628702329551,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
271,athletics,129.58461700233102,213.587400469915,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
272,athletics,132.234493309953,211.18929746387101,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
273,athletics,133.610817050985,207.891044072579,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
274,athletics,133.451506370577,204.32069919002103,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
275,athletics,131.786897473339,201.15813382428902,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
276,athletics,134.029741992726,198.60025800727402,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
277,athletics,136.577362004665,196.052637995335,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
278,athletics,139.12498201660298,193.50501798339698,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
279,athletics,141.67260202854098,190.95739797145902,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
280,athletics,144.220222040479,188.409777959521,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
281,athletics,146.767842052417,185.862157947583,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
282,athletics,149.315462064356,183.31453793564398,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
283,athletics,151.863082076294,180.76691792370602,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
284,athletics,154.410702088232,178.219297911768,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
285,athletics,156.95832210017,175.67167789983003,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
286,athletics,159.47894333951598,173.099647227957,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
